Carrier Code,Status,Name,Scac,Carrier Type,Type Description,Type Group
AMHL,X,AMERICAN LOGITRAN CARGO INC,AMHL,BRO,BROKER,Trucklo
AMKN,X,A M T TRUCKING- INC.,1035,CON,CONTRACT FLEET,Trucklo
AMKW,A,ARMADA TRUCKING INC,2003,CON,CONTRACT FLEET,Trucklo
AMLH,A,AMERO LOGISTICS INC,7888,CON,CONTRACT FLEET,Trucklo
AMNO,A,A. M. TRANSPORT SERVICES- INC.,C437,CON,CONTRACT FLEET,Trucklo
AMOH,X,AMERICAN MOTOR TRANSPORTATION,AMOH,CON,CONTRACT FLEET,Trucklo
AMQG,A,AMG LOGISTICS INC,T434,CON,CONTRACT FLEET,Trucklo
AMRC,X,AMERIBEC TRANSPORT,AMRC,CON,CONTRACT FLEET,Trucklo
AMSG,A,AMS EXPRESS LLC,AMSG,CON,CONTRACT FLEET,Trucklo
AMSO,A,AMERICANSTAR TRANSPORT LLC,AMSO,CON,CONTRACT FLEET,Trucklo
AMSR,A,AMASON INC,A963,CON,CONTRACT FLEET,Trucklo
AMTA,A,AMERICA MIDWEST TRANSPORTATION,AMTA,CON,CONTRACT FLEET,Trucklo
AMTG,X,AMERICAN TRANSPORT GROUP- LLC,AMTG,CON,CONTRACT FLEET,Trucklo
AMTJ,X,ALL MODAL TRANSPORTATION INC,R217,CON,CONTRACT FLEET,Trucklo
AMVF,A,AML TRANSPORT LLC,AMVF,CON,CONTRACT FLEET,Trucklo
AMWE,A,AMWARE EXPRESS,AMWE,BRO,BROKER,Trucklo
AMXB,X,AM EXPRESS,AMXB,CON,CONTRACT FLEET,Trucklo
AMXC,A,A. M. EXPRESS- INC.,AMXC,CON,CONTRACT FLEET,Trucklo
AMXG,X,AMP EXPRESS INC,AMXG,CON,CONTRACT FLEET,Trucklo
AMXK,X,AM TRANS EXPEDITE LLC,AMXK,BRO,BROKER,Trucklo
AMYC,X,ABUSAMRA TRANSPORT INC,AMYC,CON,CONTRACT FLEET,Trucklo
AMZP,A,AMY TRANSPORT LLC,D153,CON,CONTRACT FLEET,Trucklo
ANAL,A,AMERICAN  NATIONAL  LOGISTICS-,ANAL,CON,CONTRACT FLEET,Trucklo
ANAV,X,ANA TRUCKING- INC.,ANAV,CON,CONTRACT FLEET,Trucklo
ANEK,X,A.N.G. EXPEDITING LLC,ANEK,CON,CONTRACT FLEET,Trucklo
ANGV,X,ANGEL TEAMING,ANGV,CON,CONTRACT FLEET,Trucklo
ANHQ,A,AMERICAN SHIELD TRANSPORTATION,ANHQ,CON,CONTRACT FLEET,Trucklo
ANIW,X,ANL TRANSPORTATION LLC,ANIW,CON,CONTRACT FLEET,Trucklo
ANKK,A,ALL IN TRUCKING LLC,B147,CON,CONTRACT FLEET,Trucklo
ANLE,A,ANTLER TRUCKING CO.,A453,CON,CONTRACT FLEET,Trucklo
ANMT,A,AMIN MOTOR EXPRESS INC,ANMT,CON,CONTRACT FLEET,Trucklo
ANOD,X,AMTRANS LOGISTICS- LLC,ANOD,CON,CONTRACT FLEET,Trucklo
ANOE,X,ATG TRANSPORT LLC,ANOE,CON,CONTRACT FLEET,Trucklo
ANOJ,A,J. ANTHONY EXPRESS- INC.,ANOJ,CON,CONTRACT FLEET,Trucklo
ANOP,X,A and N TRANSPORT INC,ANOP,CON,CONTRACT FLEET,Trucklo
ANOR,X,ANG LOGISTICS LLC,ANOR,CON,CONTRACT FLEET,Trucklo
ANPT,A,AMERICAN TRANSPORT SOLUTIONS-,ANPT,CON,CONTRACT FLEET,Trucklo
ANPY,A,AN TRANSPORT LLC,B996,CON,CONTRACT FLEET,Trucklo
ANQB,A,AMERICAN NEWS COMPANY LLC,7800,CON,CONTRACT FLEET,Trucklo
ANSH,X,ALLIANCE SHIPPERS- INC.,ANSH,IMD,INTERMODAL,
ANSW,X,A and S SERVICES GROUP- LLC.,ASNT,BRO,BROKER,Trucklo
ANTT,A,ARNOLD TRANSPORTATION SERVICES,ANTT,BRO,BROKER,Trucklo
ANUP,X,ANU TRANSPORT,ANUP,CON,CONTRACT FLEET,Trucklo
ANWJ,A,ACCELERATE360 DISTRIBUTION- LL,B814,CON,CONTRACT FLEET,Trucklo
ANWK,X,AMERICAN NETWORK INCORPORATED,ANWK,CON,CONTRACT FLEET,Trucklo
ANWQ,X,ATLANTIC NATIONWIDE TRANSPORT-,ANWQ,CON,CONTRACT FLEET,Trucklo
ANXA,X,ARMAN TRANSPORT LLC,ANXA,CON,CONTRACT FLEET,Trucklo
ANXN,X,ATI,ANXN,CON,CONTRACT FLEET,Trucklo
ANXT,X,AMCAN TRANSPORT,B396,CON,CONTRACT FLEET,Trucklo
ANXW,X,AMERICAN EXPRESS LOGISTICS INC,ANXW,CON,CONTRACT FLEET,Trucklo
AODJ,X,A PLACE ON SHADYBROOK LLC,AODJ,CON,CONTRACT FLEET,Trucklo
AOEN,X,A-1 EQUIPMENT SERVICE and REPA,AOEN,CON,CONTRACT FLEET,Trucklo
AOES,X,A-1 TRANSPORTATION SERVICES,OAEN,CON,CONTRACT FLEET,Trucklo
AOFY,A,APOLLO FREIGHT SYSTEMS INC,7865,CON,CONTRACT FLEET,Trucklo
AOHV,X,AT ONCE SHIPPING AND DELIVERY,9524,CON,CONTRACT FLEET,Trucklo
AOKB,X,A-1 TRUCKING,AOKB,CON,CONTRACT FLEET,Trucklo
AOLQ,A,AMERICA 1 LOGISTICS LLC,AOLQ,BRO,BROKER,Trucklo
AOLT,X,A ONE LOGISTICS,AOLT,CON,CONTRACT FLEET,Trucklo
AOPE,X,A ONE PALLET INC.,7828,CON,CONTRACT FLEET,Trucklo
AOTG,X,A-ONE TRANSPORT 2007 LTD,AOTG,CON,CONTRACT FLEET,Trucklo
AOTM,A,ALL OVER TRUCKING INC,AOTM,CON,CONTRACT FLEET,Trucklo
AOVJ,A,A1 VALUE LOGISTICS- INC.,C403,CON,CONTRACT FLEET,Trucklo
AOWK,X,AOW TRUCKING LLC,AOWK,CON,CONTRACT FLEET,Trucklo
AOXE,A,APOLLO EXPRESS,AOXE,CON,CONTRACT FLEET,Trucklo
AOXI,X,A 1 X-PRESS LANE INC,AOXI,CON,CONTRACT FLEET,Trucklo
AOXN,X,APOLLO EXPRESS- INC.,AOXN,CON,CONTRACT FLEET,Trucklo
APBY,X,APPLEBY TRANSPORTATION LTD.,APBY,CON,CONTRACT FLEET,Trucklo
APCJ,X,A P CARRIERS,APCJ,CON,CONTRACT FLEET,Trucklo
APCR,A,ALLIANCE MOTOR CARRIERS INC.,C044,CON,CONTRACT FLEET,Trucklo
APEP,X,A PLUS EXPEDITING and LOGISTIC,APEP,CON,CONTRACT FLEET,Trucklo
APFB,A,APPLE FREIGHT INC,APFB,CON,CONTRACT FLEET,Trucklo
APFD,X,ALPHA FLEET TRANSPORT CORP,APFD,CON,CONTRACT FLEET,Trucklo
APFJ,A,AGX FREIGHT INTERMODAL LLC,7776,CON,CONTRACT FLEET,Trucklo
APGC,A,ARES TRANSPORT GROUP,7822,CON,CONTRACT FLEET,Trucklo
APGE,X,APG EXPRESS INC,APGE,CON,CONTRACT FLEET,Trucklo
APGR,X,APGAR BROS,APGR,CON,CONTRACT FLEET,Trucklo
APHL,A,ALPHA LINES LLC,APHL,CON,CONTRACT FLEET,Trucklo
APKY,X,AMERIPRO LOGISTICS LLC,APKY,CON,CONTRACT FLEET,Trucklo
APMM,X,AM PM TRANSPORTATION- INC.,APMM,CON,CONTRACT FLEET,Trucklo
APNB,A,APA TRANSPORTATION GROUP INC,7777,CON,CONTRACT FLEET,Trucklo
APQS,A,ANDERSON PRODUCE- INC.,APQS,CON,CONTRACT FLEET,Trucklo
APUH,A,A-PLUS TRUCKING LLC,APUH,CON,CONTRACT FLEET,Trucklo
APUN,A,APU INC.,APUN,CON,CONTRACT FLEET,Trucklo
APUS,X,ALL POWER UNIT SERVICES INC,APUS,CON,CONTRACT FLEET,Trucklo
APVC,X,AIR-LAND TRANSPORT SERVICE- IN,APVC,CON,CONTRACT FLEET,Trucklo
APWI,X,ALL PURPOSE WAREHOUSE - INC.,APWI,CON,CONTRACT FLEET,Trucklo
APXT,X,APEX  XPRESS-  INC.,APXT,CON,CONTRACT FLEET,Trucklo
APXY,A,AGX CARRIERS,APXY,CON,CONTRACT FLEET,Trucklo
APXYEXP,A,AGX CARRIERS,APXY,EXP,EXPEDITED GROUND,
APYL,X,LONGHORN CARGO,B210,CON,CONTRACT FLEET,Trucklo
APZK,A,ALPHA AMZ TRUCKING INC,APZK,CON,CONTRACT FLEET,Trucklo
AQCT,X,ACCU-TRANS INC,AQCT,CON,CONTRACT FLEET,Trucklo
AQFI,X,ANTIQUE FARMS INC,AQFI,CON,CONTRACT FLEET,Trucklo
AQID,A,AQIDA TRANS LLC,5663,CON,CONTRACT FLEET,Trucklo
AQIR,A,AIR CAPITOL DELIVERY and WHSE,AQIR,CON,CONTRACT FLEET,Trucklo
AQJK,X,WOLF TRUCKING CO LLC,AQJK,CON,CONTRACT FLEET,Trucklo
AQKY,A,AQUATIC TRUCKING CO,AQKY,CON,CONTRACT FLEET,Trucklo
AQLA,X,ALABAMA CARRIERS- INC.,AQLA,CON,CONTRACT FLEET,Trucklo
AQLC,X,ATLANTIC COAST CARRIERS- INC.,AQLC,CON,CONTRACT FLEET,Trucklo
AQLL,X,ALLIANCE EXPRESS LLC,AQLL,CON,CONTRACT FLEET,Trucklo
AQMN,X,ACTION MESSENGER- INC,AQMN,CON,CONTRACT FLEET,Trucklo
AQSE,X,ALL STATES TRANSPORT- INC.,AQSE,BRO,BROKER,Trucklo
AQSM,A,ATS- INC.,AQSM,BRO,BROKER,Trucklo
ARAG,X,ARAGO TRUCKING LLC,B209,CON,CONTRACT FLEET,Trucklo
ARBH,X,ARM TRANSPORTATION- LLC,ARBH,CON,CONTRACT FLEET,Trucklo
ARDY,X,A and R DELIVERY,ARDY,CON,CONTRACT FLEET,Trucklo
AREI,X,AREED EXPRESS INC,AREI,CON,CONTRACT FLEET,Trucklo
AREY,X,ALNCO TRANSPORT- INC.,AREY,CON,CONTRACT FLEET,Trucklo
ARFV,A,ARMOR FREIGHT SERVICES LLC,ARFV,CON,CONTRACT FLEET,Trucklo
ARHA,A,ARTHUR TRANSPORT CO.- INC.,ARHA,CON,CONTRACT FLEET,Trucklo
ARJT,X,ARJ TRANSPORT,ARJT,CON,CONTRACT FLEET,Trucklo
ARKX,X,ARKO EXCHANGE LLC,ARKX,CON,CONTRACT FLEET,Trucklo
ARKY,X,ARKA EXPRESS INC,ARKY,CON,CONTRACT FLEET,Trucklo
ARMD,X,ARMA ENTERPRISE INC,ARMD,CON,CONTRACT FLEET,Trucklo
ARNE,X,AMERICAN FRONTIER LOGISTICS IN,ARNE,CON,CONTRACT FLEET,Trucklo
ARPQ,X,ARREDONDO TRANSPORT INC,APRQ,CON,CONTRACT FLEET,Trucklo
ARPR,X,AURORA TRANSPORTATION SERVICES,E165,CON,CONTRACT FLEET,Trucklo
ARQL,X,ACTION ENTERPRISE LOGISTICS,ARQL,CON,CONTRACT FLEET,Trucklo
ARRI,X,ARORA ENTERPRISE- INC.,ARRI,CON,CONTRACT FLEET,Trucklo
ARTL,X,AIR-RIDE TRUCKING LLC,ARTL,CON,CONTRACT FLEET,Trucklo
ARTY,A,ARENAS TRANSPORTATION LLC,3503,CON,CONTRACT FLEET,Trucklo
ARVT,X,ARVI TRANSPORTS CO INC,ARVT,CON,CONTRACT FLEET,Trucklo
ARWW,X,AMERICAN ROADWAY LLC,ARWW,CON,CONTRACT FLEET,Trucklo
ARX,A,ARAX LOGISTICS INC,J175,CON,CONTRACT FLEET,Trucklo
ARXF,X,A and R XPRESS,ARXF,CON,CONTRACT FLEET,Trucklo
ARXG,A,AMERI-TRANSPORT INC,ARXG,CON,CONTRACT FLEET,Trucklo
ARXK,A,A R D EXPRESS INC,ARXK,CON,CONTRACT FLEET,Trucklo
ASBM,A,ASBK LOGISTICS INC,ASBM,CON,CONTRACT FLEET,Trucklo
ASBO,X,A & S KINARD LOGISTICS-,ASBO,BRO,BROKER,Trucklo
ASDF,X,ADS CARRIERS LLC,4551,CON,CONTRACT FLEET,Trucklo
ASEW,X,AIR SURFACE EXPRESS LLC,ASEW,CON,CONTRACT FLEET,Trucklo
ASFS,X,ASF INTERMODAL,ASFS,CON,CONTRACT FLEET,Trucklo
ASFW,X,AMERI FREIGHT SYSTEMS LLC,AFGM,BRO,BROKER,Trucklo
ASGJ,X,GARY J. ASCHENBRENNER TRUCKING,ASGJ,CON,CONTRACT FLEET,Trucklo
ASGR,A,ALL STAR GROUP INC,ASGR,CON,CONTRACT FLEET,Trucklo
ASGV,X,ALL STAR LOGISTICS LLC,ASGV,CON,CONTRACT FLEET,Trucklo
ASJH,X,ASJ TRANSPORT INC,ASJH,CON,CONTRACT FLEET,Trucklo
ASLR,A,ASL DISTRIBUTION SERVICES LIMI,ASLR,CON,CONTRACT FLEET,Trucklo
ASLRBUA,A,ASL DISTRIBUTION SERVICES LIMI,ASLR,LTL,LESS THAN TRUCK LOAD,
ASNH,X,ATLAS SN INC,ASNH,CON,CONTRACT FLEET,Trucklo
ASNM,X,ALLSOURCE TRANSPORTATION LLC,ASNM,CON,CONTRACT FLEET,Trucklo
ASNS,X,A STONE TRANSPORTATION- LLC,ASNS,CON,CONTRACT FLEET,Trucklo
ASNT,X,A and S SERVICES GROUP- LLC.,ASNT,BRO,BROKER,Trucklo
ASQK,A,ALL STAR TRUCKING INC.,ASQK,CON,CONTRACT FLEET,Trucklo
ASRI,A,A and S TRUCKING LLC,9526,CON,CONTRACT FLEET,Trucklo
ASSC,A,AS CARRIERS INC,ASSC,CON,CONTRACT FLEET,Trucklo
ASSJ,A,ALL STATE TRUCKING TRANSPORTAT,ASSJ,CON,CONTRACT FLEET,Trucklo
ASVE,X,A 7 TRANSPORT EXPEDITED LLC,ASVE,CON,CONTRACT FLEET,Trucklo
ASVW,A,ATC SERVICES LLC,ASVW,CON,CONTRACT FLEET,Trucklo
ASXA,A,ALL-STATE EXPRESS- INC.,ASXA,CON,CONTRACT FLEET,Trucklo
ASXQ,X,AT6 LOGISTICS INC,ASXQ,CON,CONTRACT FLEET,Trucklo
ASXW,X,A and S TRUCKING EXPRESS LLC,ASXW,CON,CONTRACT FLEET,Trucklo
ATAY,X,AMAN TRUCKING CORP,ATAY,CON,CONTRACT FLEET,Trucklo
ATBV,A,ATL TRANSPORT- INC.,ATBV,CON,CONTRACT FLEET,Trucklo
ATCR,X,AUTO CARRIER LLC,ATCR,CON,CONTRACT FLEET,Trucklo
ATDB,A,ACE TRANSPORTATION and DISPATC,ATDB,CON,CONTRACT FLEET,Trucklo
ATDI,A,ATD EXPRESS INC,ATDI,CON,CONTRACT FLEET,Trucklo
ATDT,A,AGRAMONT TRANSPORT INC,5702,CON,CONTRACT FLEET,Trucklo
ATF,A,GREATWIDE AMERICAN TRANS-FREIG,ATGL,CON,CONTRACT FLEET,Trucklo
ATFR,X,ATS FREEWAY,ATFR,CON,CONTRACT FLEET,Trucklo
ATGH,X,AVA TRANSPORTATION GROUP INC,ATGH,CON,CONTRACT FLEET,Trucklo
ATGL,A,GREATWIDE AMERICAN TRANS-FREIG,ATGL,CON,CONTRACT FLEET,Trucklo
ATGT,A,ATG TRUCK LOAD INC,ATGT,CON,CONTRACT FLEET,Trucklo
ATHN,X,AMADO TRUCKING INC.,ATHN,CON,CONTRACT FLEET,Trucklo
ATIE,A,ARMSTRONG TRANSPORT GROUP- LLC,ATIE,BRO,BROKER,Trucklo
ATIG,A,AIA TRUCKING INC,ATIG,CON,CONTRACT FLEET,Trucklo
ATIR,X,RUSSELL MCCALL S- INC.,ATIR,CON,CONTRACT FLEET,Trucklo
ATKE,X,A TRUCK EXPRESS INC.,2998,CON,CONTRACT FLEET,Trucklo
ATMF,X,AMERICAN TRANSPORTATION MANAGE,ATMF,CON,CONTRACT FLEET,Trucklo
ATMR,X,ATLAS MOTOR EXPRESS- INC.,ATMR,LTL,LESS THAN TRUCK LOAD,
ATMRBUA,A,ATLAS MOTOR EXPRESS- INC.,ATMR,LTL,LESS THAN TRUCK LOAD,
ATMRLTL,X,ATLAS MOTOR EXPRESS- INC.,ATMR,LTL,LESS THAN TRUCK LOAD,
ATMRMG,X,ATLAS MOTOR EXPRESS- INC.,SUPP,CON,CONTRACT FLEET,Trucklo
ATMRMGBUA,X,ATLAS MOTOR EXPRESS- INC.,SUPP,LTL,LESS THAN TRUCK LOAD,
ATMRMGLTL,X,ATLAS MOTOR EXPRESS- INC.,SUPP,LTL,LESS THAN TRUCK LOAD,
ATNB,A,A and C TRUCKING LLC,ATNB,CON,CONTRACT FLEET,Trucklo
ATOG,X,ATLAS LOGISTICS- LLC,ATOG,CON,CONTRACT FLEET,Trucklo
ATPK,X,ACT TRANSPORT LLC,ATPK,CON,CONTRACT FLEET,Trucklo
ATQG,A,KSM CARRIER GROUP INC,7267,CON,CONTRACT FLEET,Trucklo
ATQN,X,AMERICAN TRANSPORTATION NATION,ATQN,CON,CONTRACT FLEET,Trucklo
ATQW,X,AMERICAN TRANSPORT- INC.,ATQW,CON,CONTRACT FLEET,Trucklo
ATRQ,X,ARAMCO TRANSPORTATION,ATRQ,CON,CONTRACT FLEET,Trucklo
ATSQ,X,AC TRUCKING SERVICES INC,ATSQ,CON,CONTRACT FLEET,Trucklo
ATSY,X,ALPHA TRANSPORTATION SYSTEMS-,ATSY,CON,CONTRACT FLEET,Trucklo
ATUC,A,AM TRUCK ENTERPRISES LLC,7700,CON,CONTRACT FLEET,Trucklo
ATUR,A,ARTUR EXPRESS- INC.,ATUR,CON,CONTRACT FLEET,Trucklo
ATVC,A,AM TRANS INC,ATVC,CON,CONTRACT FLEET,Trucklo
ATVJ,A,ATL DEVELOPMENT LLC,ATVJ,CON,CONTRACT FLEET,Trucklo
ATWQ,X,A TOWN EXPRESS INC,ATWQ,CON,CONTRACT FLEET,Trucklo
ATXC,X,ANOTHER TRUCK LOAD EXPRESS LLC,ATXC,CON,CONTRACT FLEET,Trucklo
ATXM,A,ATL,ATXM,CON,CONTRACT FLEET,Trucklo
ATYA,X,ALVARADO TRUCKING,ATYA,CON,CONTRACT FLEET,Trucklo
ATYI,X,AMERICAN TRANS,AIAS,CON,CONTRACT FLEET,Trucklo
AUCR,X,A/T TRANSPORTATION- LLC,AUCR,CON,CONTRACT FLEET,Trucklo
AUCW,A,AMERICAN UNITED CARRIER- INC.,AUCW,CON,CONTRACT FLEET,Trucklo
AUEP,X,ACCURATE TRANSPORTATION- INC.,AUEP,CON,CONTRACT FLEET,Trucklo
AUKE,A,ALEMAN TRUCKING LLC,2477,CON,CONTRACT FLEET,Trucklo
AUKG,A,ARASH TRUCKING LLC,ALKG,CON,CONTRACT FLEET,Trucklo
AUNT,A,AUTO NET TRANS INC,4441,CON,CONTRACT FLEET,Trucklo
AUOF,X,AUTO TRANSPORT LLC,AUOF,CON,CONTRACT FLEET,Trucklo
AUON,X,AUTO NET TRADE INC,AUON,CON,CONTRACT FLEET,Trucklo
AUPM,A,AUTOTRANSPORTES MORA,AUPM,CON,CONTRACT FLEET,Trucklo
AUSB,X,ARD USA INC,AUSB,CON,CONTRACT FLEET,Trucklo
AUSP,X,AUSTIN TRANSPORTATION SERVICES,AUSP,CON,CONTRACT FLEET,Trucklo
AUSV,X,AUSCOR TRANSPORTATION SERVICES,AUSV,CON,CONTRACT FLEET,Trucklo
AUTF,A,ZEN EXPRESS- INC.,A950,CON,CONTRACT FLEET,Trucklo
AUTT,X,AUTOMAN MOTOR FREIGHT INC,7503,CON,CONTRACT FLEET,Trucklo
AVCB,X,ADVANCE TRANSPORT INC,5519,CON,CONTRACT FLEET,Trucklo
AVCG,A,ADVANTAGE CORP,AVCG,CON,CONTRACT FLEET,Trucklo
AVCT,X,ADVANCED INTERMODAL INC,AVCT,CON,CONTRACT FLEET,Trucklo
AVEK,X,AMPLE TRANSPORT SERVICES INC,AVEK,CON,CONTRACT FLEET,Trucklo
AVEM,A,AMERICAN LOGISTICS SERVICES-,AVEM,BRO,BROKER,Trucklo
AVER,X,AV EXPRESS INC,AVER,CON,CONTRACT FLEET,Trucklo
AVEV,A,SKYNET FREIGHT,B864,CON,CONTRACT FLEET,Trucklo
AVFP,X,AVON FAMILY TRANSPORT,AVFP,CON,CONTRACT FLEET,Trucklo
AVFQ,X,ADVANCED FREIGHT SOLUTIONS,AVFQ,CON,CONTRACT FLEET,Trucklo
AVGW,A,AVENUE LOGISTICS- LLC,A545,CON,CONTRACT FLEET,Trucklo
AVIJ,A,AVI LOGISTICS- LLC,A644,CON,CONTRACT FLEET,Trucklo
AVIS,X,A HAILEY TRANSPORT,AVIS,CON,CONTRACT FLEET,Trucklo
AVKO,X,AVAK TRANSPORTATION INC,AVKO,CON,CONTRACT FLEET,Trucklo
AVOG,X,AV LOGISTICS- L.L.C.,C223,CON,CONTRACT FLEET,Trucklo
AVRF,A,AVILES-ROBBINS TRUCK LEASING-,AVRF,CON,CONTRACT FLEET,Trucklo
AVRO,X,AVRO TRANSPORT INC,AVRO,CON,CONTRACT FLEET,Trucklo
AVRQ,A,AV CARRIERS INC,A365,CON,CONTRACT FLEET,Trucklo
AVRT,X,AVERITT EXPRESS- INC.,AVRT,CON,CONTRACT FLEET,Trucklo
AVRTBUA,A,AVERITT EXPRESS- INC.,AVRT,LTL,LESS THAN TRUCK LOAD,
AVRTLTL,A,MAIL AVERITT EXPRESS INC,AVRT,LTL,LESS THAN TRUCK LOAD,
AVRTMG,X,AVERITT EXPRESS- INC.,SUPP,LTL,LESS THAN TRUCK LOAD,
AVRTMGBUA,X,AVERITT EXPRESS- INC.,SUPP,LTL,LESS THAN TRUCK LOAD,
AVRTMGLTL,X,AVERITT EXPRESS- INC.,SUPP,LTL,LESS THAN TRUCK LOAD,
AVTC,X,A. V. TRANSPORTATION- INC.,AVTC,CON,CONTRACT FLEET,Trucklo
AVTI,X,ADVANCED TRANSPORTATION- INC.,AVTI,CON,CONTRACT FLEET,Trucklo
AVTM,X,AVIV TRANSPORT,AVTM,CON,CONTRACT FLEET,Trucklo
AVWO,X,AVW TRANSPORT INC,AVWO,CON,CONTRACT FLEET,Trucklo
AVWT,X,BURDAS TRANSPORT LLC,AVWT,CON,CONTRACT FLEET,Trucklo
AVXB,X,AV TRANS LLC,AVXB,CON,CONTRACT FLEET,Trucklo
AVXI,A,AVALON EXPRESS- INC.,AVXI,CON,CONTRACT FLEET,Trucklo
AWAC,A,AW TRANSPORT,AWAC,CON,CONTRACT FLEET,Trucklo
AWFH,A,ARROW FREIGHT SYSTEMS,AWFH,CON,CONTRACT FLEET,Trucklo
AWFM,A,ARROW FREIGHT MANAGEMENT- INC.,AWFM,CON,CONTRACT FLEET,Trucklo
AWFW,X,ALWAYS FIRST LLC,AWFW,CON,CONTRACT FLEET,Trucklo
AWGB,X,AW LOGSON LLC,B922,CON,CONTRACT FLEET,Trucklo
AWLA,X,AIM WEST LOGISTICS INC,AWLA,CON,CONTRACT FLEET,Trucklo
AWLK,A,AREA WIDE TRANSPORT- LLC,AWLK,CON,CONTRACT FLEET,Trucklo
AWLT,X,TLX,AWLT,CON,CONTRACT FLEET,Trucklo
AWSD,X,AWARD SOLUTIONS INC,T185,CON,CONTRACT FLEET,Trucklo
AWTI,X,AMERICAN WAY TRANSPORT INC,AWTI,CON,CONTRACT FLEET,Trucklo
AWTR,X,ALL-WAYS TRANSIT- INC.,AWTR,CON,CONTRACT FLEET,Trucklo
AWYQ,X,ANYWAY LOGISTICS- INC,AWYQ,CON,CONTRACT FLEET,Trucklo
AXAE,A,AMERILUX LOGISTICS- LLC,AXAE,BRO,BROKER,Trucklo
AXCB,X,ALVEXITY CBO INC,7977,CON,CONTRACT FLEET,Trucklo
AXDO,A,ADR EXPRESS INC,B423,CON,CONTRACT FLEET,Trucklo
AXFA,X,APEX FREIGHT CARRIERS- INC.,AXFA,CON,CONTRACT FLEET,Trucklo
AXGN,A,ASL TRANSPORTATION GROUP INC,1267,CON,CONTRACT FLEET,Trucklo
AXHX,A,ALPHA EXPRESS LTD,AXHX,CON,CONTRACT FLEET,Trucklo
AXLC,A,AMERILUX LOGISTICS- LLC,AXLC,BRO,BROKER,Trucklo
AXLL,A,AXLE LOGISTICS LLC,A912,CON,CONTRACT FLEET,Trucklo
AXLQ,X,ATL XPRESS LOGISTICS INC,AXLQ,CON,CONTRACT FLEET,Trucklo
AXML,X,A and C EXIM PARTNER SRL,AXML,CON,CONTRACT FLEET,Trucklo
AXNA,X,AGUILAR TRANSPORTATION- INC,AXNA,CON,CONTRACT FLEET,Trucklo
AXOQ,X,ALEXPRESS TRANSPORT INC,AXOQ,CON,CONTRACT FLEET,Trucklo
AXRK,X,AMERICAN EXPRESS TRUCKING LLC,AXRK,CON,CONTRACT FLEET,Trucklo
AXRM,A,AGA EXPRESS INC,7544,CON,CONTRACT FLEET,Trucklo
AXSH,A,AXIS TRUCKING INC,C000,CON,CONTRACT FLEET,Trucklo
AXSR,A,ASBER EXPRESS SERVICE LLC,7615,CON,CONTRACT FLEET,Trucklo
AXSY,X,AXIS SOLUTIONS- INC,AXSY,CON,CONTRACT FLEET,Trucklo
AXYI,X,AMERICAN EXPRESSWAY INC,Q226,CON,CONTRACT FLEET,Trucklo
AYAP,A,ANAIYA TRANSPORTATION INC.,AYAP,CON,CONTRACT FLEET,Trucklo
AYAQ,A,AYAT LOGISTICS,AYAQ,CON,CONTRACT FLEET,Trucklo
AYBT,A,ANGRY BASS TRANSPORT LLC,AYBT,CON,CONTRACT FLEET,Trucklo
AYII,A,ALWAYS INSURED LOGISTICS,AYII,CON,CONTRACT FLEET,Trucklo
AYLQ,A,AY LOGISTIC,B672,CON,CONTRACT FLEET,Trucklo
AYLT,A,ALLY LOGISTICS LLC,AYLT,BRO,BROKER,Trucklo
AYSD,X,EXPRESS FREIGHT,AYSD,CON,CONTRACT FLEET,Trucklo
AYXI,X,AYR MOTOR EXPRESS- INC.,AYXI,CON,CONTRACT FLEET,Trucklo
AZCT,X,ACT,C052,CON,CONTRACT FLEET,Trucklo
AZCV,X,AZ CONTRACTING SERVICES LLC,AZCV,CON,CONTRACT FLEET,Trucklo
AZEQ,X,A ZEE TRANSPORT INC,AZEQ,CON,CONTRACT FLEET,Trucklo
AZHA,X,CENTRAL CITY TRANSPORTATION LL,AZHA,CON,CONTRACT FLEET,Trucklo
AZJC,X,AMERICAN Z and J EXPRESS INC,AZJC,CON,CONTRACT FLEET,Trucklo
AZLC,A,AZ LOGISTICS LLC,AZLC,CON,CONTRACT FLEET,Trucklo
AZLM,X,ALCATRAZ LLC,1387,CON,CONTRACT FLEET,Trucklo
AZLN,X,AZTEK LOGISTICS INC,AZLN,CON,CONTRACT FLEET,Trucklo
AZON,A,ZONE-OH LLC,B651,CON,CONTRACT FLEET,Trucklo
AZRL,A,AZ TRANS LLC,AZRL,CON,CONTRACT FLEET,Trucklo
AZTC,X,AZTEC EXPRESS- INC.,AZTC,CON,CONTRACT FLEET,Trucklo
AZTR,X,A2Z TRANSFER- INC.,AZTR,CON,CONTRACT FLEET,Trucklo
AZTV,X,AZTEK,AZTV,CON,CONTRACT FLEET,Trucklo
AZYE,X,ALZEY EXPRESS- INC.,AZYE,CON,CONTRACT FLEET,Trucklo
A927,X,ITP STRATEGIC,A927,CON,CONTRACT FLEET,Trucklo
BACV,A,BAY TRANSPORT INC,BACV,CON,CONTRACT FLEET,Trucklo
BAED,X,HOWARD BAER- INC.,BAED,CON,CONTRACT FLEET,Trucklo
BAEN,X,A. BLAIR ENTERPRISES- INC.,BAEN,CON,CONTRACT FLEET,Trucklo
BAHA,A,TOJIK TRANS LLC,BAHA,CON,CONTRACT FLEET,Trucklo
